ID,Название,Категории,Индекс,Страна,Регион,Район,Город,Улица,Дом,Полный адрес,Мобильные,Немобильные,Сайт,График,Широта,Долгота,ID сети,Сеть,ID,Название,Категории,Индекс,Страна
1224541743,ФотоПилот,Фотоуслуги | 3D-печать | полиграфические услуги,119501,Россия,,,Москва,Матвеевская улица,2,"Россия, Москва, Матвеевская улица, 2",+7 (968) 439-98-00,,http://fotopilot.ru/,"ежедневно, 10:30–21:00",55.705074,37.4794,141192754050,Фотопилот,"Обработка фото | Фотопечать | Фото на документы | Препресс и послепечатная обработка(переплет,ламинирование) | Способ печати(цифровая печать,копирование) | Фотосалон | Продукция(керамика, стекло,брелоки, ручки, зажигалки,текстиль,этикетки,приглашения,открытки,наклейки,листовки,календари,буклеты,бланки,бирки, ярлыки,плакаты, постеры,кружки,трафареты) | Срочная печать | Съёмка(детская,предметная,семейная,портфолио,портретная)",http://vk.com/fotopilot | https://www.instagram.com/fotopilot.ru/,https://yandex.ru/maps/org/fotopilot/1224541743,http://fotopilot.ru/,+7 (968) 439-98-00
100789242833,3d экспресс,3D-печать,121357,Россия,,,Москва,улица Генерала Дорохова," 6, стр. 10","Россия, Москва, улица Генерала Дорохова, 6, стр. 10",+7 (903) 112-02-04,,http://3dexpress.ru/,пн-пт 9:00–19:00,55.704179,37.448168,,,,,https://yandex.ru/maps/org/3d_ekspress/100789242833,http://3dexpress.ru/,+7 (903) 112-02-04
1147777877,3d Fabrika Ltd,Интернет-магазин | 3D-печать,115419,Россия,,,Москва,улица Шаболовка," 34, стр. 3","Россия, Москва, улица Шаболовка, 34, стр. 3",,,,Нет информации,55.717964,37.607637,,,,,https://yandex.ru/maps/org/3d_fabrika_ltd/1147777877,,
1848140867,Эра 3д,3D-печать | новые технологии,119049,Россия,,,Москва,Калужская площадь," 1, корп. 1","Россия, Москва, Калужская площадь, 1, корп. 1",,8 (800) 777-83-59,https://era-3d.ru/,"пн-пт 10:00–19:00; сб,вс 11:00–16:00",55.728469,37.61291,,,Оплата картой,http://vk.com/era_3d,https://yandex.ru/maps/org/era_3d/1848140867,https://era-3d.ru/,8 (800) 777-83-59
241835175031,Farsoon,3D-печать,115230,Россия,,,Москва,Хлебозаводский проезд," 7, стр. 9","Россия, Москва, Хлебозаводский проезд, 7, стр. 9",,+7 (495) 768-77-43,http://farsoon.ru/,пн-пт 10:00–19:00,55.669925,37.63252,,,,,https://yandex.ru/maps/org/farsoon/241835175031,http://farsoon.ru/,+7 (495) 768-77-43
1391716155,3Dprintech.ru,3D-печать | расходные материалы для оргтехники | интернет-магазин,,,Новомосковский административный округ,,,"Киевское шоссе, 22-й километр", дв4с2кГ,"Россия, Москва, поселение Московский, Киевское шоссе, 22-й километр, дв4с2кГ",+7 (915) 417-07-77,,http://3dprintech.ru/,пн-пт 9:00–18:00,55.635911,37.436362,,,Офис/склад,,https://yandex.ru/maps/org/3dprintech_ru/1391716155,http://3dprintech.ru/,+7 (915) 417-07-77
1310675002,3DminiLAB,3D-печать,117574,Россия,,,Москва,проезд Одоевского, 2А,"Россия, Москва, проезд Одоевского, 2А",+7 (903) 750-79-40,,http://3dminilab.ru/,"ежедневно, 9:00–18:00",55.603965,37.503077,,,,http://vk.com/id209428544 | https://www.instagram.com/3dminilab/,https://yandex.ru/maps/org/3dminilab/1310675002,http://3dminilab.ru/,+7 (903) 750-79-40
160990289544,Shtamp. club,Изготовление печатей и штампов | 3D-печать | рекламная продукция,121096,Россия,,,Москва,улица Олеко Дундича,27,"Россия, Москва, улица Олеко Дундича, 27",+7 (926) 204-80-01,+7 (499) 899-05-89,http://shtamp.club/,"ежедневно, 9:00–20:00",55.738536,37.485861,,,Оплата картой,,https://yandex.ru/maps/org/shtamp_club/160990289544,http://shtamp.club/,+7 (499) 899-05-89 | +7 (926) 204-80-01
1291231315,3Droom,3D-печать,115093,,,,Москва,Партийный переулок,1,"Москва, Партийный пер., 1",,+7 (495) 769-23-70,http://3droom.ru/,пн-пт 10:00–18:00,55.721812,37.633158,,,,,https://yandex.ru/maps/org/3droom/1291231315,http://3droom.ru/,+7 (495) 769-23-70
208345692654,3д МСК,3D-печать | оптовая компания,119530,Россия,,,Москва,Очаковское шоссе,36,"Россия, Москва, Очаковское шоссе, 36",,+7 (499) 391-78-52,http://3dmsk.ru/,пн-пт 10:00–18:00,55.684209,37.438808,,,"Способ оплаты(наличными,электронными деньгами,банковским переводом,наложенным платежом)",,https://yandex.ru/maps/org/3d_msk/208345692654,http://3dmsk.ru/,+7 (499) 391-78-52
198721562600,3DSun,Магазин электроники | 3D-печать,115201,Россия,,,Москва,Каширский проезд,13,"Россия, Москва, Каширский проезд, 13",,+7 (499) 322-90-92,https://3d-sun.com/,пн-пт 9:00–18:00,55.656773,37.631909,,,,,https://yandex.ru/maps/org/3dsun/198721562600,https://3d-sun.com/,+7 (499) 322-90-92
175931353197,Pyramid 3DMC,3D-печать,121151,Россия,,,Москва,набережная Тараса Шевченко, 23А,"Россия, Москва, набережная Тараса Шевченко, 23А",,+7 (495) 642-35-58,https://pyramid3dmc.ru/,пн-пт 10:00–20:00; сб 11:00–18:00,55.746228,37.546093,70143458711,Pyramid 3DMC,,https://www.instagram.com/pyramid3dmc,https://yandex.ru/maps/org/pyramid_3dmc/175931353197,https://pyramid3dmc.ru/,+7 (495) 642-35-58
1254098453,Мос-Макет,3D-печать,115191,Россия,,,Москва,Большая Тульская улица," 10, стр. 5","Россия, Москва, Большая Тульская улица, 10, стр. 5",,+7 (499) 390-54-96,http://mos-maket.ru/,"ежедневно, 10:00–18:00",55.70666,37.618695,,,,http://twitter.com/mosmaket | http://vk.com/mosmaket | https://twitter.com/@mosmaket,https://yandex.ru/maps/org/mos_maket/1254098453,http://mos-maket.ru/,+7 (499) 390-54-96
1342676241,3d Poster Shop,3D-печать,119261,Россия,,,Москва,улица Панфёрова,4,"Россия, Москва, улица Панфёрова, 4",+7 (926) 245-38-66,,,пн-пт 10:00–19:00,55.683178,37.541548,,,,,https://yandex.ru/maps/org/3d_poster_shop/1342676241,,+7 (926) 245-38-66
1724444012,Магнум 3д,3D-печать,115477,Россия,,,Москва,Деловая улица," 18, стр. 1","Россия, Москва, Деловая улица, 18, стр. 1",,+7 (495) 925-88-38,http://magnum3d.ru/,пн-пт 9:00–18:00,55.625791,37.63659,,,,http://instagram.com/magnum3d | http://vk.com/magnum_3d,https://yandex.ru/maps/org/magnum_3d/1724444012,http://magnum3d.ru/,+7 (495) 925-88-38
1629797759,Герман РепРап Рус,3D-печать | полиграфическое оборудование,119334,Россия,,,Москва,улица Бардина," 4, стр. 2","Россия, Москва, улица Бардина, 4с2",,+7 (495) 790-41-90,,"ежедневно, 9:00–20:00",55.698975,37.571354,,,,,https://yandex.ru/maps/org/german_reprap_rus/1629797759,,+7 (495) 790-41-90
107243667425,Compodip,Полимерные материалы | 3D-печать | металлообработка,115054,Россия,,,Москва,Жуков проезд,19,"Россия, Москва, Жуков проезд, 19",+7 (977) 393-16-45,,http://www.compodip.com/,пн-сб 10:00–19:00,55.722821,37.641521,,,,https://www.instagram.com/compodip/ | https://www.instagram.com/compodip/?hl=ru,https://yandex.ru/maps/org/compodip/107243667425,http://www.compodip.com/,+7 (977) 393-16-45
165862513203,Арт-Принтмск,Натяжные и подвесные потолки | 3D-печать | широкоформатная печать,123007,Россия,,,Москва,2-й Магистральный тупик," 7А, стр. 2","Россия, Москва, 2-й Магистральный тупик, 7А, стр. 2",,+7 (495) 795-81-13,http://art-printmsk.ru/,"ежедневно, 9:00–20:00",55.766228,37.52165,,,,,https://yandex.ru/maps/org/art_printmsk/165862513203,http://art-printmsk.ru/,+7 (495) 795-81-13
75922096528,Totalprint3d,3D-печать | производственное предприятие,,Россия,Москва,,посёлок Внуково,1-я Рейсовая улица,6,"Россия, Москва, посёлок Внуково, 1-я Рейсовая улица, 6",+7 (905) 569-16-31,,http://www.totalprint3d.ru/,"ежедневно, 8:00–21:00",55.610411,37.294929,,,,http://www.instagram.com/totalprint3d,https://yandex.ru/maps/org/totalprint3d/75922096528,http://www.totalprint3d.ru/,+7 (905) 569-16-31
47952738313,NP3D.ru,3D-печать,119634,Россия,,,Москва,улица Шолохова,7,"Россия, Москва, улица Шолохова, 7",+7 (926) 850-20-65,,http://np3d.ru/,пн-пт 12:00–19:00,55.638861,37.349174,,,,,https://yandex.ru/maps/org/np3d_ru/47952738313,http://np3d.ru/,+7 (926) 850-20-65
162863059779,Odi Mobile,Товары для мобильных телефонов | 3D-печать,143005,Россия,Московская область,,Одинцово,улица Чистяковой,2,"Россия, Московская область, Одинцово, улица Чистяковой, 2",+7 (926) 274-43-83,,,"ежедневно, круглосуточно",55.695738,37.331046,,,,https://vk.com/odi_mobile | https://www.instagram.com/odi_mobile/,https://yandex.ru/maps/org/odi_mobile/162863059779,,+7 (926) 274-43-83
17726393140,Мишин промышленный дизайн,Промышленный дизайн | 3D-печать | услуги частных специалистов | конструкторское бюро,,Россия,,,Москва,улица Кулибина, ,"Россия, Москва, Инновационный центр Сколково, улица Кулибина",+7 (903) 263-85-04,,http://www.mishin.pro/,"пн-пт 10:00–17:00; сб,вс 11:00–16:00",55.691024,37.344071,,,,,https://yandex.ru/maps/org/mishin_promyshlenny_dizayn/17726393140,http://www.mishin.pro/,+7 (903) 263-85-04
212746940292,NikiLab,3D-печать,,Россия,Москва,поселение Сосенское,деревня Сосенки,Ореховая улица, 2/2,"Россия, Москва, поселение Сосенское, деревня Сосенки, Ореховая улица, 2/2",,+7 (499) 343-91-95,http://nikilab3d.ru/,"пн-пт 15:00–22:30; сб,вс 10:00–22:30",55.570736,37.448815,,,Оплата картой,https://vk.com/niki3d | https://www.instagram.com/nikilab3d/,https://yandex.ru/maps/org/nikilab/212746940292,http://nikilab3d.ru/ | http://n3d.tech/,+7 (499) 343-91-95
26167115437,Оптовая компания 3d оптом,3D-печать | детские игрушки и игры,117624,Россия,,,Москва,Скобелевская улица, 1А,"Россия, Москва, Скобелевская улица, 1А",+7 (977) 753-80-22,,http://3d-optom.ru/,пн-пт 10:00–19:00,55.55058,37.557224,,,,,https://yandex.ru/maps/org/optovaya_kompaniya_3d_optom/26167115437,http://3d-optom.ru/,+7 (977) 753-80-22
1102996567,Студия дизайна 3d ultra,Студия дизайна | наружная реклама | полиграфические услуги,143600,Россия,Московская область,,Волоколамск,улица Панфилова,37,"Россия, Московская область, Волоколамск, улица Панфилова, 37",,+7 (49636) 6-22-52,http://3dultra.ru/,пн-пт 9:00–18:00,56.026062,35.965179,,,"Препресс и послепечатная обработка(вёрстка,дизайн,разработка фирменного стиля,ламинирование) | Продукция(приглашения,наклейки,листовки,визитки,бейджи,бланки,плакаты, постеры) | Способ печати(широкоформатная печать,цифровая печать)",,https://yandex.ru/maps/org/studiya_dizayna_3d_ultra/1102996567,http://3dultra.ru/,+7 (49636) 6-22-52
1791443105,U3 print,3D-печать | оргтехника,142191,Москва,Троицкий административный округ,,Троицк,Богородская улица,1,"Москва, Троицк, Богородская улица, 1",+7 (963) 693-25-25,,http://www.u3print.com/,"ежедневно, 9:00–20:00",55.49543,37.31466,,,,,https://yandex.ru/maps/org/u3_print/1791443105,http://www.u3print.com/,+7 (963) 693-25-25
37399632436,3D-Kolomna,3D-печать,140413,Россия,Московская область,,Коломна,Щуровская улица,46,"Россия, Московская область, Коломна, Щуровская улица, 46","+7 (916) 774-55-99,+7 (915) 233-08-36",,http://3d-kolomna.ru/,"ежедневно, круглосуточно",55.056631,38.861031,,,Оплата картой,https://vk.com/3d_pechat_kolomna,https://yandex.ru/maps/org/3d_kolomna/37399632436,http://3d-kolomna.ru/,+7 (916) 774-55-99 | +7 (915) 233-08-36
201733678432,3d Печать,3D-печать | литейное производство,390006,Россия,городской округ Рязань,,Рязань,улица Есенина,9,"Россия, Рязань, улица Есенина, 9",+7 (961) 130-29-05,,http://3d-pechat24.ru/,"ежедневно, круглосуточно",54.627708,39.767475,,,Оплата картой,https://vk.com/3d_pechat24_ru,https://yandex.ru/maps/org/3d_pechat/201733678432,http://3d-pechat24.ru/,+7 (961) 130-29-05
216288432696,Lipmarket,3D-печать | радиоуправляемые и стендовые модели | производственное предприятие,390013,Россия,городской округ Рязань,,Рязань,Московское шоссе," 6, стр. 6","Россия, Рязань, Московское шоссе, 6, стр. 6",+7 (977) 296-20-31,,http://lipmaket.ru/,пн-сб 9:00–18:00,54.63364,39.701403,,,,,https://yandex.ru/maps/org/lipmarket/216288432696,http://lipmaket.ru/,+7 (977) 296-20-31
1287325988,Центр аддитивных технологий 3D-Shop Center Рязань,3D-печать | конструкторское бюро | пластмассовые и пластиковые изделия,390046,Россия,городской округ Рязань,,Рязань,улица Маяковского, 1А,"Россия, Рязань, улица Маяковского, 1А",+7 (920) 977-74-41 Магазин,+7 (4912) 51-19-41 Производство,https://fdm-shop.ru/cp67844-3d-pechat-ryazan--servis-3d-pechati-print-3d-model--3d-printery-v-ryazani.html,пн-пт 8:00–19:00; сб 12:00–16:00,54.615204,39.752383,,,"Способ оплаты(скидки на услуги льготным категориям,дисконтная система скидок,предоплата,постоплата,наличными,оплата картой,электронными деньгами,банковским переводом,наложенным платежом) | Оплата картой",https://www.instagram.com/3dshopcenter,https://yandex.ru/maps/org/tsentr_additivnykh_tekhnologiy_3d_shop_center_ryazan/1287325988,https://fdm-shop.ru/cp67844-3d-pechat-ryazan--servis-3d-pechati-print-3d-model--3d-printery-v-ryazani.html,+7 (4912) 51-19-41 Производство | +7 (920) 977-74-41 Магазин
108696653688,Сервис 3d печати Print 3d Model,3D-печать | конструкторское бюро | пластмассовые и пластиковые изделия,390046,Россия,городской округ Рязань,,Рязань,улица Маяковского, 1А,"Россия, Рязань, улица Маяковского, 1А",+7 (962) 395-74-41 Сервис 3D печати,,http://www.print3dmodel.ru/,пн-пт 8:00–20:00,54.61512,39.75229,,,"Способ оплаты(скидки на услуги льготным категориям,дисконтная система скидок,предоплата,постоплата,наличными,оплата картой,электронными деньгами,банковским переводом) | Оплата картой",,https://yandex.ru/maps/org/servis_3d_pechati_print_3d_model/108696653688,http://www.print3dmodel.ru/,+7 (962) 395-74-41 Сервис 3D печати
122339377396,Фаст3д,3D-печать | литейное производство | пластмассовые и пластиковые изделия,,Россия,городской округ Рязань,,Рязань,"М-5 Урал, 185-й километр", 6А,"Россия, Рязань, М-5 Урал, 185-й километр, 6А",,8 (800) 301-32-76,http://ryazan.fast3d.su/,пн-пт 9:00–18:00,54.644363,39.635347,,,,,https://yandex.ru/maps/org/fast3d/122339377396,http://ryazan.fast3d.su/,8 (800) 301-32-76
1033363329,AD Studio,Студия графического дизайна | фотоуслуги | 3D-печать,,Россия,Московская область,,Домодедово,Цветочная улица,13,"Россия, Московская область, Домодедово, микрорайон Западный, Цветочная улица, 13",+7 (995) 503-01-90,,http://andrewdesign.ru/,пн-пт 9:00–20:00,55.432143,37.747451,,,"Оплата картой | Съёмка(детская,свадебная,предметная,семейная,портфолио,интерьерная,для каталогов и меню,портретная,рекламная,репортажная,выездная) | Обработка фото | Широкоформатная печать",,https://yandex.ru/maps/org/ad_studio/1033363329,http://andrewdesign.ru/,+7 (995) 503-01-90
109834039297,E3de,3D-печать,,,,,,"Каширское шоссе, 34-й километр",1,"Россия, Московская область, г. Домодедово, Каширское шоссе, 34-й километр, 1","+7 (926) 276-11-23,+7 (929) 666-81-69",,,пн-сб 10:00–16:00,55.469637,37.749391,,,,,https://yandex.ru/maps/org/e3de/109834039297,,+7 (926) 276-11-23 | +7 (929) 666-81-69
91856835217,4fdm.ru,3D-печать | полиграфическое оборудование | пластмассовые и пластиковые изделия,117546,Россия,,,Москва,улица Подольских Курсантов,34,"Россия, Москва, улица Подольских Курсантов, 34",,+7 (495) 967-55-62,https://4fdm.ru/,пн-пт 9:00–21:00,55.587092,37.633661,,,"Способ оплаты(наличными,банковским переводом)",https://vk.com/plastic4fdm,https://yandex.ru/maps/org/4fdm_ru/91856835217,https://4fdm.ru/,+7 (495) 967-55-62
1659853297,ZDVstore,3D-печать | интернет-магазин,,Россия,Москва,,посёлок Коммунарка,Ясная улица,2,"Россия, Москва, посёлок Коммунарка, Ясная улица, 2",+7 (926) 121-03-73,,http://www.zdvstore.ru/,пн-пт 10:00–18:00,55.56814,37.474803,,,Офис/склад,,https://yandex.ru/maps/org/zdvstore/1659853297,http://www.zdvstore.ru/,+7 (926) 121-03-73
237604741594,Школа робототехники RobotX,3D-печать,117628,Россия,,,Москва,Старобитцевская улица," 15, корп. 1","Россия, Москва, Старобитцевская улица, 15, корп. 1",,+7 (495) 133-16-73,https://robotx.su/,"ежедневно, 15:00–20:00",55.575588,37.586744,,,,,https://yandex.ru/maps/org/shkola_robototekhniki_robotx/237604741594,https://robotx.su/,+7 (495) 133-16-73
97444996695,One-Up Tattoo,3D-печать | тату-салон,142306,Россия,Московская область,,Чехов,улица Чехова, 12А,"Россия, Московская область, Чехов, улица Чехова, 12А",+7 (929) 610-62-00,,,пн-сб 11:00–20:00,55.14579,37.481802,,,,https://vk.com/oneup_tattoo,https://yandex.ru/maps/org/one_up_tattoo/97444996695,,+7 (929) 610-62-00
1281086276,3д Печать,3D-печать,142200,,Московская обл.,,Серпухов,улица Ворошилова, 126А,"Московская обл., Серпухов г., ул. Ворошилова, 126а, Дом быта",+7 (925) 441-50-00,+7 (499) 390-99-60,http://sale3dprint.ru/,пн-пт 11:00–17:00; сб 11:00–15:00,54.919792,37.433125,,,,https://vk.com/s3dprint | https://www.instagram.com/3d.print.serpuhov,https://yandex.ru/maps/org/3d_pechat/1281086276,http://sale3dprint.ru/,+7 (925) 441-50-00 | +7 (499) 390-99-60
81896396720,Золотой Скорпион,Ювелирная мастерская | гравёрные работы | 3D-печать,,Россия,Московская область,,Серпухов,Советская улица,111,"Россия, Московская область, Серпухов, Советская улица, 111","+7 (916) 410-13-95,+7 (925) 703-00-08",,http://s-gold.pro/,"ежедневно, 10:00–20:00",54.935069,37.448411,,,Лазерная гравировка,https://www.facebook.com/profile.php?id=100001987063853 | https://www.instagram.com/sgold.pro/,https://yandex.ru/maps/org/zolotoy_skorpion/81896396720,http://s-gold.pro/,+7 (916) 410-13-95 | +7 (925) 703-00-08
109179903796,3Dg Textile,3D-печать,117570,Россия,,,Москва,улица Красного Маяка,24,"Россия, Москва, улица Красного Маяка, 24",,+7 (495) 665-29-82,http://3dg-textile.ru/,пн-пт 9:00–18:00,55.609467,37.576322,,,,,https://yandex.ru/maps/org/3dg_textile/109179903796,http://3dg-textile.ru/,+7 (495) 665-29-82
15875961869,Технологии приборостроения,Лазерная резка и гравировка | 3D-печать | металлообработка,115516,Россия,,,Москва,Кавказский бульвар," 59, стр. 4","Россия, Москва, Кавказский бульвар, 59, стр. 4",,+7 (499) 991-19-50,http://www.dtechno.ru/,пн-пт 8:00–22:00,55.626274,37.629816,,,"Способ оплаты(предоплата,постоплата,оплата картой,банковским переводом) | Оплата картой",,https://yandex.ru/maps/org/tekhnologii_priborostroyeniya/15875961869,http://www.dtechno.ru/ | http://www.dtechno-laser.ru/,+7 (499) 991-19-50
228984447456,Оптические измерительные машины,Оптические приборы и оборудование | 3D-печать | контрольно-измерительные приборы,117587,Россия,,,Москва,Кировоградская улица,3,"Россия, Москва, Кировоградская улица, 3",,+7 (495) 764-60-00,http://oim3d.com/,"пн-пт 9:00–18:00, перерыв 12:00–13:00",55.630345,37.614608,,,,https://vk.com/atos.scanbox | https://www.facebook.com/AtosScanner/,https://yandex.ru/maps/org/opticheskiye_izmeritelnyye_mashiny/228984447456,http://oim3d.com/,+7 (495) 764-60-00
219688706457,Карандашкин,3D-печать,,Россия,Москва,поселение Десёновское,деревня Ватутинки,,9,"Россия, Москва, поселение Десёновское, деревня Ватутинки, 9",+7 (960) 134-83-07,,,,55.492977,37.325521,,,,,https://yandex.ru/maps/org/karandashkin/219688706457,,+7 (960) 134-83-07
113226682585,Прототип 3d,3D-печать | производственное предприятие | пластмассовые и пластиковые изделия,249034,Россия,Калужская область,,Обнинск,проспект Ленина,121,"Россия, Калужская область, Обнинск, проспект Ленина, 121",+7 (953) 462-76-90,,,"ежедневно, 9:00–20:00",55.107185,36.591894,,,,,https://yandex.ru/maps/org/prototip_3d/113226682585,,+7 (953) 462-76-90
48869647910,Прототип,3D-печать,249035,Россия,Калужская область,,Обнинск,Пяткинский проезд,12,"Россия, Калужская область, Обнинск, Пяткинский проезд, 12",,8 (800) 555-11-70,,"ежедневно, 10:00–18:00",55.087244,36.572598,,,,,https://yandex.ru/maps/org/prototip/48869647910,,8 (800) 555-11-70
41641976518,Прототип,3D-печать | пластмассовые и пластиковые изделия,,Россия,Калужская область,,Обнинск,улица Курчатова, 49А,"Россия, Калужская область, Обнинск, улица Курчатова, 49А",+7 (953) 315-49-26,,,вт-вс 10:00–17:00,55.119389,36.625033,,,,,https://yandex.ru/maps/org/prototip/41641976518,,+7 (953) 315-49-26
205322124992,ModelFactory,3D-печать,248000,Россия,городской округ Калуга,,Калуга,площадь Старый Торг, 9/10,"Россия, Калуга, площадь Старый Торг, 9/10",,+7 (4842) 40-07-08,,пн-пт 9:00–18:00,54.507972,36.253281,,,Оплата картой,https://vk.com/mf40ru,https://yandex.ru/maps/org/modelfactory/205322124992,,+7 (4842) 40-07-08
118891793243,Dr.Comp,3D-печать | компьютерный ремонт и услуги,248010,Россия,городской округ Калуга,,Калуга,улица Пухова,34,"Россия, Калуга, улица Пухова, 34",+7 (906) 507-00-05,,http://doctorcomp.kaluga.ru/,пн-пт 10:00–19:00; сб 10:00–15:00,54.527485,36.255151,,,,https://vk.com/club132573724,https://yandex.ru/maps/org/dr_comp/118891793243,http://doctorcomp.kaluga.ru/,+7 (906) 507-00-05
1750449737,Прилипак,Тара и упаковочные материалы | 3D-печать | материалы для полиграфии,,Россия,городской округ Калуга,,Калуга,Одоевское шоссе,5,"Россия, Калуга, Одоевское шоссе, 5",+7 (930) 843-39-58 Сергей,+7 (499) 499-87-45,https://прилипак.рф/,"пн-пт 9:30–17:00; сб,вс 10:00–18:00",54.482551,36.249623,,,Оплата картой | Самоклеящиеся материалы,,https://yandex.ru/maps/org/prilipak/1750449737,https://прилипак.рф/,+7 (499) 499-87-45 | +7 (930) 843-39-58 Сергей
1211878874,Билайн,Салон связи | оператор сотовой связи,155060,Россия,Ивановская область,Ильинский район,поселок городского типа Ильинское-Хованское,Первомайская улица,2,"Россия, Ивановская область, Ильинский район, поселок городского типа Ильинское-Хованское, Первомайская улица, 2",+7 (961) 116-03-01,8 (800) 700-06-11,https://beeline.ru/,"пн-пт 8:30–17:30; сб,вс 9:00–15:00",56.970845,39.773221,6002149,Билайн,,https://twitter.com/beeline_rus | https://vk.com/beeline | https://www.facebook.com/beelinerus | https://www.instagram.com/beelinerus/,https://yandex.ru/maps/org/bilayn/1211878874,https://beeline.ru/ | https://ivanovskaya-obl.beeline.ru/ | https://lk.beeline.ru/ | https://my.beeline.ru/,8 (800) 700-06-11 | +7 (961) 116-03-01
1233551106,Билайн,Оператор сотовой связи | салон связи,,Россия,Ивановская область,,Гаврилов Посад,Советская площадь,11,"Россия, Ивановская область, Гаврилов Посад, Советская площадь, 11",+7 (960) 507-44-40,"8 (800) 700-06-11,+7 (49355) 2-03-51",https://beeline.ru/,"пн-пт 9:00–18:00; сб,вс 9:00–16:00",56.55814,40.122037,6002149,Билайн,,https://twitter.com/beeline_rus | https://vk.com/beeline | https://www.facebook.com/beelinerus | https://www.instagram.com/beelinerus/,https://yandex.ru/maps/org/bilayn/1233551106,https://beeline.ru/ | https://ivanovskaya-obl.beeline.ru/ | https://lk.beeline.ru/ | https://my.beeline.ru/,8 (800) 700-06-11 | +7 (960) 507-44-40 | +7 (49355) 2-03-51
132983582961,МегаФон,Салон связи,,Россия,Ивановская область,,Гаврилов Посад,Советская площадь,11,"Россия, Ивановская область, Гаврилов Посад, Советская площадь, 11",,8 (800) 550-05-00,https://www.megafon.ru/regions.action?rid=1,"пн-пт 9:00–18:00; сб,вс 9:00–16:00",56.55823,40.122347,952057352,МегаФон,,http://vk.com/megafon | http://www.facebook.com/megafon.ru | http://www.youtube.com/user/megafontv | https://www.instagram.com/megafon,https://yandex.ru/maps/org/megafon/132983582961,https://www.megafon.ru/regions.action?rid=1 | http://www.megafon.ru/,8 (800) 550-05-00
1241912712,Салон-магазин МТС,Оператор сотовой связи | салон связи,,Россия,Ивановская область,,Гаврилов Посад,улица 3-го Интернационала,28,"Россия, Ивановская область, Гаврилов Посад, улица 3-го Интернационала, 28",,8 (800) 250-08-90,http://www.shop.mts.ru/,"пн-пт 9:00–18:00; сб,вс 9:00–16:00",56.557579,40.121757,6002383,МТС,,https://twitter.com/ru_mts | https://vk.com/mts | https://www.facebook.com/mts,https://yandex.ru/maps/org/salon_magazin_mts/1241912712,http://www.shop.mts.ru/ | http://www.ivanovo.mts.ru/ | https://kassa.mts.ru/,8 (800) 250-08-90
38070251300,Салон связи,Салон связи,,Россия,Владимирская область,Юрьев-Польский район,село Кубаево,,12,"Россия, Владимирская область, Юрьев-Польский район, село Кубаево, 12",,,,,56.542912,39.8089,,,,,https://yandex.ru/maps/org/salon_svyazi/38070251300,,
40383808376,Связной,Салон связи,601800,Россия,Владимирская область,,Юрьев-Польский,Краснооктябрьская улица,30,"Россия, Владимирская область, Юрьев-Польский, Краснооктябрьская улица, 30",,"8 (800) 700-43-43,8 (800) 700-50-00",http://www.svyaznoy.ru/,"ежедневно, 8:30–18:30",56.4987,39.6774,6002822,Связной,,http://vk.com/club11445015 | http://www.facebook.com/svyaznoy.ru,https://yandex.ru/maps/org/svyaznoy/40383808376,http://www.svyaznoy.ru/ | https://www.svyaznoy.ru/?city_id=1008,8 (800) 700-43-43 | 8 (800) 700-50-00
50411392633,Yesmobile,Ремонт телефонов | салон связи | оператор сотовой связи,,Россия,Владимирская область,,Юрьев-Польский,Советская площадь,10,"Россия, Владимирская область, Юрьев-Польский, Советская площадь, 10",+7 (904) 039-88-80,,http://yesmobile.ru/,пн-пт 9:00–18:00; сб 9:00–14:00,56.499628,39.68288,,,,,https://yandex.ru/maps/org/yesmobile/50411392633,http://yesmobile.ru/,+7 (904) 039-88-80
1685469788,Салон-магазин МТС,Оператор сотовой связи | салон связи,,Россия,Владимирская область,,Юрьев-Польский,Советская площадь,16,"Россия, Владимирская область, Юрьев-Польский, Советская площадь, 16",,8 (800) 250-08-90,http://www.vladimir.mts.ru/,"пн-пт 9:00–20:00; сб,вс 9:00–19:00",56.499648,39.681479,6002383,МТС,,https://twitter.com/ru_mts | https://vk.com/mts | https://www.facebook.com/mts,https://yandex.ru/maps/org/salon_magazin_mts/1685469788,http://www.vladimir.mts.ru/ | http://www.shop.mts.ru/ | https://kassa.mts.ru/,8 (800) 250-08-90
173399759416,Билайн,Оператор сотовой связи | салон связи,601800,Россия,Владимирская область,,Юрьев-Польский,Краснооктябрьская улица,24,"Россия, Владимирская область, Юрьев-Польский, Краснооктябрьская улица, 24",,8 (800) 700-06-11,https://beeline.ru/,"ежедневно, 9:00–20:00",56.499081,39.677876,6002149,Билайн,,https://twitter.com/beeline_rus | https://vk.com/beeline | https://www.facebook.com/beelinerus | https://www.instagram.com/beelinerus/,https://yandex.ru/maps/org/bilayn/173399759416,https://beeline.ru/ | https://lk.beeline.ru/ | https://my.beeline.ru/ | https://vladimirskaya-obl.beeline.ru/,8 (800) 700-06-11
230243834146,Салон-магазин МТС,Салон связи,601800,Россия,Владимирская область,,Юрьев-Польский,улица 1 Мая,28,"Россия, Владимирская область, Юрьев-Польский, улица 1 Мая, 28",,8 (800) 250-08-90,,"пн-пт 9:00–18:00, перерыв 13:00–14:00; сб 9:00–14:00",56.503386,39.682459,,,,,https://yandex.ru/maps/org/salon_magazin_mts/230243834146,,8 (800) 250-08-90
